GEOID,P01,NAME
23005,243135,Cumberland County
23007,29008,Franklin County
23009,46948,Hancock County
23011,115904,Kennebec County
23013,36310,Knox County
23015,30357,Lincoln County
23017,52602,Oxford County
23019,146601,Penobscot County
23021,18653,Piscataquis County
23023,33535,Sagadahoc County
23025,49767,Somerset County
23027,33018,Waldo County
23029,35308,Washington County
23031,164587,York County
24001,74946,Allegany County
24003,427239,Anne Arundel County
24005,692134,Baltimore County
24009,51372,Calvert County
24011,27035,Caroline County
24013,123372,Carroll County
24015,71347,Cecil County
24017,101154,Charles County
24019,30236,Dorchester County
24021,150208,Frederick County
24023,28138,Garrett County
24025,182132,Harford County
24027,187328,Howard County
24029,17842,Kent County
24031,762875,Montgomery County
24033,722705,Prince George's County
24035,33953,Queen Anne's County
24037,75974,St. Mary's County
24039,23440,Somerset County
24041,30549,Talbot County
24043,121393,Washington County
24045,74339,Wicomico County
24047,35028,Worcester County
24510,736014,Baltimore city
25001,186605,Barnstable County
25003,139352,Berkshire County
25005,506325,Bristol County
25007,11639,Dukes County
25009,670080,Essex County
25011,70086,Franklin County
25013,456310,Hampden County
25015,146568,Hampshire County
25017,1398468,Middlesex County
25019,6012,Nantucket County
25021,616087,Norfolk County
25023,435276,Plymouth County
25025,663906,Suffolk County
25027,709711,Worcester County
26001,10145,Alcona County
26003,8972,Alger County
26005,90509,Allegan County
26007,30605,Alpena County
26009,18185,Antrim County
26011,14906,Arenac County
26013,7954,Baraga County
26015,50057,Barry County
26017,111723,Bay County
26019,12200,Benzie County
26021,161378,Berrien County
26023,41502,Branch County
26025,135982,Calhoun County
26027,49477,Cass County
26029,21468,Charlevoix County
26031,21398,Cheboygan County
26033,34604,Chippewa County
26035,24952,Clare County
26037,57893,Clinton County
26039,12260,Crawford County
26041,37780,Delta County
26043,26831,Dickinson County
26045,92879,Eaton County
26047,25040,Emmet County
26049,430459,Genesee County
26051,21896,Gladwin County
26053,18052,Gogebic County
26055,64273,Grand Traverse County
26057,38982,Gratiot County
26059,43431,Hillsdale County
26061,35446,Houghton County
26063,34951,Huron County
26065,281912,Ingham County
26067,57024,Ionia County
26069,30209,Iosco County
26071,13175,Iron County
26073,54624,Isabella County
26075,149756,Jackson County
26077,223411,Kalamazoo County
26079,13497,Kalkaska County
26081,500631,Kent County
26083,1701,Keweenaw County
26085,8583,Lake County
26087,74768,Lapeer County
26089,16527,Leelanau County
26091,91476,Lenawee County
26093,115645,Livingston County
26095,5763,Luce County
26097,10674,Mackinac County
26099,717400,Macomb County
26101,21265,Manistee County
26103,70887,Marquette County
26105,25537,Mason County
26107,37308,Mecosta County
26109,24920,Menominee County
26111,75651,Midland County
26113,12147,Missaukee County
26115,133600,Monroe County
26117,53059,Montcalm County
26119,8936,Montmorency County
26121,158983,Muskegon County
26123,38206,Newaygo County
26125,1083592,Oakland County
26127,22455,Oceana County
26129,18681,Ogemaw County
26131,8854,Ontonagon County
26133,20146,Osceola County
26135,7842,Oscoda County
26137,17957,Otsego County
26139,187768,Ottawa County
26141,13743,Presque Isle County
26143,19776,Roscommon County
26145,211946,Saginaw County
26147,145607,St. Clair County
26149,58913,St. Joseph County
26151,39928,Sanilac County
26153,8302,Schoolcraft County
26155,69770,Shiawassee County
26157,55498,Tuscola County
26159,70060,Van Buren County
26161,282937,Washtenaw County
26163,2111687,Wayne County
26165,26360,Wexford County
27001,12425,Aitkin County
27003,243641,Anoka County
27005,27881,Becker County
27007,34384,Beltrami County
27009,30185,Benton County
27011,6285,Big Stone County
27013,54044,Blue Earth County
27015,26984,Brown County
27017,29259,Carlton County
27019,47915,Carver County
27021,21791,Cass County
27023,13228,Chippewa County
27025,30521,Chisago County
27027,50422,Clay County
27029,8309,Clearwater County
27031,3868,Cook County
27033,12694,Cottonwood County
27035,44249,Crow Wing County
27037,275210,Dakota County
27039,15731,Dodge County
27041,28674,Douglas County
27043,16937,Faribault County
27045,20777,Fillmore County
27047,33060,Freeborn County
27049,40690,Goodhue County
27051,6246,Grant County
27053,1032431,Hennepin County
27055,18497,Houston County
27057,14939,Hubbard County
27059,25921,Isanti County
27061,40844,Itasca County
27063,11677,Jackson County
27065,12802,Kanabec County
27067,38761,Kandiyohi County
27069,5767,Kittson County
27071,16299,Koochiching County
27073,8924,Lac qui Parle County
27075,10415,Lake County
27077,4076,Lake of the Woods County
27079,23239,Le Sueur County
27081,6890,Lincoln County
27083,24789,Lyon County
27085,32030,McLeod County
27087,5044,Mahnomen County
27089,10993,Marshall County
27091,22914,Martin County
27093,20846,Meeker County
27095,18670,Mille Lacs County
27097,29604,Morrison County
27099,37385,Mower County
27101,9660,Murray County
27103,28076,Nicollet County
27105,20098,Nobles County
27107,7975,Norman County
27109,106470,Olmsted County
27111,50714,Otter Tail County
27113,13306,Pennington County
27115,21264,Pine County
27117,10491,Pipestone County
27119,32589,Polk County
27121,10745,Pope County
27123,485760,Ramsey County
27125,4525,Red Lake County
27127,17254,Redwood County
27129,17673,Renville County
27131,49183,Rice County
27133,9806,Rock County
27135,15026,Roseau County
27137,198232,St. Louis County
27139,57846,Scott County
27141,41945,Sherburne County
27143,14366,Sibley County
27145,119324,Stearns County
27147,30729,Steele County
27149,10634,Stevens County
27151,10724,Swift County
27153,23363,Todd County
27155,4463,Traverse County
27157,19744,Wabasha County
27159,13154,Wadena County
27161,18079,Waseca County
27163,145860,Washington County
27165,11682,Watonwan County
27167,7516,Wilkin County
27169,47828,Winona County
27171,68710,Wright County
27173,11684,Yellow Medicine County
28001,35356,Adams County
28003,31722,Alcorn County
28005,13328,Amite County
28007,18481,Attala County
28009,8046,Benton County
28011,41875,Bolivar County
28013,14908,Calhoun County
28015,9237,Carroll County
28017,18085,Chickasaw County
28019,9071,Choctaw County
28021,11370,Claiborne County
28023,17313,Clarke County
28025,21120,Clay County
28027,31665,Coahoma County
28029,27592,Copiah County
28031,16527,Covington County
28033,67910,DeSoto County
28035,68314,Forrest County
28037,8377,Franklin County
28039,16673,George County
28041,10220,Greene County
28043,21555,Grenada County
28045,31760,Hancock County
28047,165365,Harrison County
28049,254441,Hinds County
28051,21604,Holmes County
28053,12134,Humphreys County
28055,1909,Issaquena County
28057,20017,Itawamba County
28059,115243,Jackson County
28061,17114,Jasper County
28063,8653,Jefferson County
28065,14051,Jefferson Davis County
28067,62031,Jones County
28069,10356,Kemper County
28071,31826,Lafayette County
28073,30424,Lamar County
28075,75555,Lauderdale County
28077,12458,Lawrence County
28079,18436,Leake County
28081,65579,Lee County
28083,37341,Leflore County
28085,30278,Lincoln County
28087,59308,Lowndes County
28089,53794,Madison County
28091,25544,Marion County
28093,30361,Marshall County
28095,36582,Monroe County
28097,12387,Montgomery County
28099,24800,Neshoba County
28101,20291,Newton County
28103,12604,Noxubee County
28105,38375,Oktibbeha County
28107,29996,Panola County
28109,38714,Pearl River County
28111,10865,Perry County
28113,36882,Pike County
28115,22237,Pontotoc County
28117,23278,Prentiss County
28119,10490,Quitman County
28121,87161,Rankin County
28123,24137,Scott County
28125,7066,Sharkey County
28127,23953,Simpson County
28129,14798,Smith County
28131,10750,Stone County
28133,35129,Sunflower County
28135,15210,Tallahatchie County
28137,21432,Tate County
28139,19523,Tippah County
28141,17683,Tishomingo County
28143,8164,Tunica County
28145,22085,Union County
28147,14352,Walthall County
28149,47880,Warren County
28151,67935,Washington County
28153,19517,Wayne County
28155,10222,Webster County
28157,9678,Wilkinson County
28159,19433,Winston County
28161,12033,Yalobusha County
28163,25506,Yazoo County
29001,24577,Adair County
29003,14632,Andrew County
29005,7457,Atchison County
29007,23599,Audrain County
29009,27547,Barry County
29011,11312,Barton County
29013,15025,Bates County
29015,13859,Benton County
29017,10619,Bollinger County
29019,112379,Boone County
29021,83083,Buchanan County
29023,38765,Butler County
29025,8380,Caldwell County
29027,32809,Callaway County
29029,27495,Camden County
29031,61633,Cape Girardeau County
29033,10748,Carroll County
29035,5515,Carter County
29037,63808,Cass County
29039,12093,Cedar County
29041,9202,Chariton County
29043,32644,Christian County
29045,7547,Clark County
29047,153411,Clay County
29049,16595,Clinton County
29051,63579,Cole County
29053,14835,Cooper County
29055,19173,Crawford County
29057,7449,Dade County
29059,12646,Dallas County
29061,7865,Daviess County
29063,9967,DeKalb County
29065,13702,Dent County
29067,11876,Douglas County
29069,33112,Dunklin County
29071,80603,Franklin County
29073,14006,Gasconade County
29075,6854,Gentry County
29077,207949,Greene County
29079,10536,Grundy County
29081,8469,Harrison County
29083,20044,Henry County
29085,7335,Hickory County
29087,6034,Holt County
29089,9631,Howard County
29091,31447,Howell County
29093,10726,Iron County
29095,633234,Jackson County
29097,90465,Jasper County
29099,171380,Jefferson County
29101,42514,Johnson County
29103,4482,Knox County
29105,27158,Laclede County
29107,31107,Lafayette County
29109,30236,Lawrence County
29111,10233,Lewis County
29113,28892,Lincoln County
29115,13885,Linn County
29117,14592,Livingston County
29119,16938,McDonald County
29121,15345,Macon County
29123,11127,Madison County
29125,7976,Maries County
29127,27682,Marion County
29129,3723,Mercer County
29131,20700,Miller County
29133,14442,Mississippi County
29135,12298,Moniteau County
29137,9104,Monroe County
29139,11355,Montgomery County
29141,15574,Morgan County
29143,20928,New Madrid County
29145,44445,Newton County
29147,21709,Nodaway County
29149,9470,Oregon County
29151,12018,Osage County
29153,8598,Ozark County
29155,21921,Pemiscot County
29157,16648,Perry County
29159,35437,Pettis County
29161,35248,Phelps County
29163,15969,Pike County
29165,57867,Platte County
29167,21826,Polk County
29169,41307,Pulaski County
29171,5079,Putnam County
29173,8476,Ralls County
29175,24370,Randolph County
29177,21968,Ray County
29179,6661,Reynolds County
29181,12303,Ripley County
29183,212751,St. Charles County
29185,8457,St. Clair County
29186,16037,Ste. Genevieve County
29187,48904,St. Francois County
29189,993508,St. Louis County
29195,23523,Saline County
29197,4236,Schuyler County
29199,4822,Scotland County
29201,39376,Scott County
29203,7613,Shannon County
29205,6942,Shelby County
29207,28895,Stoddard County
29209,19078,Stone County
29211,6326,Sullivan County
29213,25561,Taney County
29215,21476,Texas County
29217,19041,Vernon County
29219,19534,Warren County
29221,20380,Washington County
29223,11543,Wayne County
29225,23753,Webster County
29227,2440,Worth County
29229,16758,Wright County
29510,396685,St. Louis city
30001,8424,Beaverhead County
30003,11337,Big Horn County
30005,6728,Blaine County
30007,3318,Broadwater County
30009,8080,Carbon County
30011,1503,Carter County
30013,77691,Cascade County
30015,5452,Chouteau County
30017,11697,Custer County
30019,2266,Daniels County
30021,9505,Dawson County
30023,10356,Deer Lodge County
30025,3103,Fallon County
30027,12083,Fergus County
30029,59218,Flathead County
30031,50484,Gallatin County
30033,1589,Garfield County
30035,12121,Glacier County
30037,912,Golden Valley County
30039,2548,Granite County
30041,17654,Hill County
30043,7939,Jefferson County
30045,2282,Judith Basin County
30047,21041,Lake County
30049,47495,Lewis and Clark County
30051,2295,Liberty County
30053,17481,Lincoln County
30055,2276,McCone County
30057,5989,Madison County
30059,1819,Meagher County
30061,3315,Mineral County
30063,78687,Missoula County
30065,4106,Musselshell County
30067,14515,Park County
30069,519,Petroleum County
30071,5163,Phillips County
30073,6433,Pondera County
30075,2090,Powder River County
30077,6620,Powell County
30079,1383,Prairie County
30081,25010,Ravalli County
30083,10716,Richland County
30085,10999,Roosevelt County
30087,10505,Rosebud County
30089,8669,Sanders County
30091,4732,Sheridan County
30093,33941,Silver Bow County
30095,6536,Stillwater County
30097,3154,Sweet Grass County
30099,6271,Teton County
30101,5046,Toole County
30103,874,Treasure County
30105,8239,Valley County
30107,2246,Wheatland County
30109,1191,Wibaux County
30111,113419,Yellowstone County
31001,29625,Adams County
31003,7965,Antelope County
31005,462,Arthur County
31007,852,Banner County
31009,675,Blaine County
31011,6667,Boone County
31013,13130,Box Butte County
31015,2835,Boyd County
31017,3657,Brown County
31019,37447,Buffalo County
31021,7868,Burt County
31023,8601,Butler County
31025,21318,Cass County
31027,10131,Cedar County
31029,4381,Chase County
31031,6307,Cherry County
31033,9494,Cheyenne County
31035,7123,Clay County
31037,9139,Colfax County
31039,10117,Cuming County
31041,12270,Custer County
31043,16742,Dakota County
31045,9021,Dawes County
31047,19940,Dawson County
31049,2237,Deuel County
31051,6143,Dixon County
31053,34500,Dodge County
31055,416444,Douglas County
31057,2582,Dundy County
31059,7103,Fillmore County
31061,3938,Franklin County
31063,3101,Frontier County
31065,5553,Furnas County
31067,22794,Gage County
31069,2460,Garden County
31071,2141,Garfield County
31073,1928,Gosper County
31075,769,Grant County
31077,3006,Greeley County
31079,48925,Hall County
31081,8862,Hamilton County
31083,3810,Harlan County
31085,1222,Hayes County
31087,3750,Hitchcock County
31089,12599,Holt County
31091,793,Hooker County
31093,6057,Howard County
31095,8759,Jefferson County
31097,4673,Johnson County
31099,6629,Kearney County
31101,8584,Keith County
31103,1029,Keya Paha County
31105,4108,Kimball County
31107,9564,Knox County
31109,213641,Lancaster County
31111,32508,Lincoln County
31113,878,Logan County
31115,683,Loup County
31117,546,McPherson County
31119,32655,Madison County
31121,8062,Merrick County
31123,5423,Morrill County
31125,4275,Nance County
31127,7980,Nemaha County
31129,5786,Nuckolls County
31131,14252,Otoe County
31133,3317,Pawnee County
31135,3367,Perkins County
31137,9715,Phelps County
31139,7827,Pierce County
31141,29820,Platte County
31143,5655,Polk County
31145,11705,Red Willow County
31147,9937,Richardson County
31149,2019,Rock County
31151,12715,Saline County
31153,102583,Sarpy County
31155,18285,Saunders County
31157,36025,Scotts Bluff County
31159,15450,Seward County
31161,6750,Sheridan County
31163,3718,Sherman County
31165,1549,Sioux County
31167,6244,Stanton County
31169,6635,Thayer County
31171,851,Thomas County
31173,6936,Thurston County
31175,5169,Valley County
31177,16607,Washington County
31179,9364,Wayne County
31181,4279,Webster County
31183,948,Wheeler County
31185,14428,York County
32001,17938,Churchill County
32003,741368,Clark County
32005,27637,Douglas County
32007,33463,Elko County
32009,1344,Esmeralda County
32011,1547,Eureka County
32013,12844,Humboldt County
32015,6266,Lander County
32017,3775,Lincoln County
32019,20001,Lyon County
32021,6475,Mineral County
32023,17781,Nye County
32027,4336,Pershing County
32029,2526,Storey County
32031,254667,Washoe County
32033,9264,White Pine County
32510,40443,Carson City
33001,49216,Belknap County
33003,35410,Carroll County
33005,70121,Cheshire County
33007,34828,Coos County
33009,74929,Grafton County
33011,335838,Hillsborough County
33013,120240,Merrimack County
33015,245845,Rockingham County
33017,104233,Strafford County
33019,38592,Sullivan County
34001,224327,Atlantic County
34003,825380,Bergen County
34005,395066,Burlington County
34007,502824,Camden County
34009,95089,Cape May County
34011,138053,Cumberland County
34013,777964,Essex County
34015,230082,Gloucester County
34017,553099,Hudson County
34019,107852,Hunterdon County
34021,325759,Mercer County
34023,671712,Middlesex County
34025,553192,Monmouth County
34027,421330,Morris County
34029,433203,Ocean County
34031,470872,Passaic County
34033,65294,Salem County
34035,240222,Somerset County
34037,130936,Sussex County
34039,493819,Union County
34041,91675,Warren County
35001,480577,Bernalillo County
35003,2563,Catron County
35005,57849,Chaves County
35006,23794,Cibola County
35007,12925,Colfax County
35009,42207,Curry County
35011,2252,DeBaca County
35013,135510,Dona Ana County
35015,48605,Eddy County
35017,27676,Grant County
35019,4156,Guadalupe County
35021,987,Harding County
35023,5958,Hidalgo County
35025,55765,Lea County
35027,12219,Lincoln County
35028,18115,Los Alamos County
35029,18110,Luna County
35031,60686,McKinley County
35033,4264,Mora County
35035,51928,Otero County
35037,10823,Quay County
35039,34365,Rio Arriba County
35041,16702,Roosevelt County
35043,63319,Sandoval County
35045,91605,San Juan County
35047,25743,San Miguel County
35049,98928,Santa Fe County
35051,9912,Sierra County
35053,14764,Socorro County
35055,23118,Taos County
35057,10285,Torrance County
35059,4124,Union County
35061,45235,Valencia County
36001,292812,Albany County
36003,50470,Allegany County
36005,1203789,Bronx County
36007,212160,Broome County
36009,84234,Cattaraugus County
36011,82313,Cayuga County
36013,141895,Chautauqua County
36015,95195,Chemung County
36017,51768,Chenango County
36019,85969,Clinton County
36021,62982,Columbia County
36023,48963,Cortland County
36025,47352,Delaware County
36027,259462,Dutchess County
36029,968584,Erie County
36031,37152,Essex County
36033,46540,Franklin County
36035,54191,Fulton County
36037,60060,Genesee County
36039,44739,Greene County
36041,5279,Hamilton County
36043,65809,Herkimer County
36045,110943,Jefferson County
36047,2300664,Kings County
36049,26796,Lewis County
36051,62372,Livingston County
36053,69166,Madison County
36055,713968,Monroe County
36057,51981,Montgomery County
36059,1287873,Nassau County
36061,1487536,New York County
36063,220756,Niagara County
36065,250836,Oneida County
36067,468973,Onondaga County
36069,95101,Ontario County
36071,307571,Orange County
36073,41846,Orleans County
36075,121785,Oswego County
36077,60390,Otsego County
36079,83941,Putnam County
36081,1951598,Queens County
36083,154429,Rensselaer County
36085,378977,Richmond County
36087,265475,Rockland County
36089,111974,St. Lawrence County
36091,181276,Saratoga County
36093,149285,Schenectady County
36095,31840,Schoharie County
36097,18662,Schuyler County
36099,33683,Seneca County
36101,99088,Steuben County
36103,1321339,Suffolk County
36105,69277,Sullivan County
36107,52337,Tioga County
36109,94097,Tompkins County
36111,165380,Ulster County
36113,59209,Warren County
36115,59330,Washington County
36117,89123,Wayne County
36119,874866,Westchester County
36121,42507,Wyoming County
36123,22810,Yates County
37001,108213,Alamance County
37003,27544,Alexander County
37005,9590,Alleghany County
37007,23474,Anson County
37009,22209,Ashe County
37011,14867,Avery County
37013,42283,Beaufort County
37015,20388,Bertie County
37017,28663,Bladen County
37019,50985,Brunswick County
37021,174357,Buncombe County
37023,75740,Burke County
37025,98935,Cabarrus County
37027,70709,Caldwell County
37029,5904,Camden County
37031,52407,Carteret County
37033,20662,Caswell County
37035,118412,Catawba County
37037,38979,Chatham County
37039,20170,Cherokee County
37041,13506,Chowan County
37043,7155,Clay County
37045,84958,Cleveland County
37047,49587,Columbus County
37049,81812,Craven County
37051,274713,Cumberland County
37053,13736,Currituck County
37055,22746,Dare County
37057,126688,Davidson County
37059,27859,Davie County
37061,39995,Duplin County
37063,181844,Durham County
37065,56692,Edgecombe County
37067,265855,Forsyth County
37069,36414,Franklin County
37071,174769,Gaston County
37073,9305,Gates County
37075,7196,Graham County
37077,38341,Granville County
37079,15384,Greene County
37081,347431,Guilford County
37083,55516,Halifax County
37085,67833,Harnett County
37087,46948,Haywood County
37089,69747,Henderson County
37091,22317,Hertford County
37093,22856,Hoke County
37095,5411,Hyde County
37097,93205,Iredell County
37099,26835,Jackson County
37101,81306,Johnston County
37103,9361,Jones County
37105,41370,Lee County
37107,57274,Lenoir County
37109,50319,Lincoln County
37111,35681,McDowell County
37113,23504,Macon County
37115,16953,Madison County
37117,25078,Martin County
37119,511211,Mecklenburg County
37121,14433,Mitchell County
37123,23359,Montgomery County
37125,59000,Moore County
37127,76677,Nash County
37129,120284,New Hanover County
37131,21004,Northampton County
37133,149838,Onslow County
37135,93662,Orange County
37137,11368,Pamlico County
37139,31298,Pasquotank County
37141,28855,Pender County
37143,10447,Perquimans County
37145,30180,Person County
37147,108480,Pitt County
37149,14458,Polk County
37151,106546,Randolph County
37153,44511,Richmond County
37155,105170,Robeson County
37157,86064,Rockingham County
37159,110605,Rowan County
37161,56956,Rutherford County
37163,47297,Sampson County
37165,33763,Scotland County
37167,51765,Stanly County
37169,37224,Stokes County
37171,61704,Surry County
37173,11268,Swain County
37175,25520,Transylvania County
37177,3856,Tyrrell County
37179,84210,Union County
37181,38892,Vance County
37183,426311,Wake County
37185,17265,Warren County
37187,13997,Washington County
37189,36952,Watauga County
37191,104666,Wayne County
37193,59393,Wilkes County
37195,66061,Wilson County
37197,30488,Yadkin County
37199,15419,Yancey County
38001,3174,Adams County
38003,12545,Barnes County
38005,7198,Benson County
38007,1108,Billings County
38009,8011,Bottineau County
38011,3596,Bowman County
38013,3002,Burke County
38015,60131,Burleigh County
38017,102874,Cass County
38019,6064,Cavalier County
38021,6107,Dickey County
38023,2899,Divide County
38025,4005,Dunn County
38027,2951,Eddy County
38029,4830,Emmons County
38031,3983,Foster County
38033,2108,Golden Valley County
38035,70683,Grand Forks County
38037,3549,Grant County
38039,3303,Griggs County
38041,3445,Hettinger County
38043,3332,Kidder County
38045,5383,LaMoure County
38047,2847,Logan County
38049,6528,McHenry County
38051,4021,McIntosh County
38053,6383,McKenzie County
38055,10457,McLean County
38057,9808,Mercer County
38059,23700,Morton County
38061,7021,Mountrail County
38063,4410,Nelson County
38065,2381,Oliver County
38067,9238,Pembina County
38069,5052,Pierce County
38071,12681,Ramsey County
38073,5921,Ransom County
38075,3160,Renville County
38077,18148,Richland County
38079,12772,Rolette County
38081,4549,Sargent County
38083,2148,Sheridan County
38085,3761,Sioux County
38087,907,Slope County
38089,22832,Stark County
38091,2420,Steele County
38093,22241,Stutsman County
38095,3627,Towner County
38097,8752,Traill County
38099,13840,Walsh County
38101,57921,Ward County
38103,5864,Wells County
38105,21129,Williams County
39001,25371,Adams County
39003,109755,Allen County
39005,47507,Ashland County
39007,99880,Ashtabula County
39009,59549,Athens County
39011,44585,Auglaize County
39013,71074,Belmont County
39015,34966,Brown County
39017,291479,Butler County
39019,26521,Carroll County
39021,36019,Champaign County
39023,147538,Clark County
39025,150094,Clermont County
39027,35444,Clinton County
39029,108276,Columbiana County
39031,35427,Coshocton County
39033,47870,Crawford County
39035,1412140,Cuyahoga County
39037,53617,Darke County
39039,39350,Defiance County
39041,66929,Delaware County
39043,76781,Erie County
39045,103468,Fairfield County
39047,27466,Fayette County
39049,961437,Franklin County
39051,38498,Fulton County
39053,30954,Gallia County
39055,81087,Geauga County
39057,136731,Greene County
39059,39024,Guernsey County
39061,866228,Hamilton County
39063,65536,Hancock County
39065,31111,Hardin County
39067,16085,Harrison County
39069,29108,Henry County
39071,35728,Highland County
39073,25533,Hocking County
39075,32849,Holmes County
39077,56238,Huron County
39079,30230,Jackson County
39081,80298,Jefferson County
39083,47473,Knox County
39085,215500,Lake County
39087,61834,Lawrence County
39089,128300,Licking County
39091,42310,Logan County
39093,271126,Lorain County
39095,462361,Lucas County
39097,37078,Madison County
39099,264806,Mahoning County
39101,64274,Marion County
39103,122354,Medina County
39105,22987,Meigs County
39107,39443,Mercer County
39109,93184,Miami County
39111,15497,Monroe County
39113,573809,Montgomery County
39115,14194,Morgan County
39117,27749,Morrow County
39119,82068,Muskingum County
39121,11336,Noble County
39123,40029,Ottawa County
39125,20488,Paulding County
39127,31557,Perry County
39129,48248,Pickaway County
39131,24249,Pike County
39133,142585,Portage County
39135,40113,Preble County
39137,33819,Putnam County
39139,126137,Richland County
39141,69330,Ross County
39143,61963,Sandusky County
39145,80327,Scioto County
39147,59733,Seneca County
39149,44915,Shelby County
39151,367585,Stark County
39153,514990,Summit County
39155,227795,Trumbull County
39157,84090,Tuscarawas County
39159,31969,Union County
39161,30464,Van Wert County
39163,11098,Vinton County
39165,113973,Warren County
39167,62254,Washington County
39169,101461,Wayne County
39171,36956,Williams County
39173,113269,Wood County
39175,22254,Wyandot County
40001,18421,Adair County
40003,6416,Alfalfa County
40005,12778,Atoka County
40007,6023,Beaver County
40009,18812,Beckham County
40011,11470,Blaine County
40013,32089,Bryan County
40015,29550,Caddo County
40017,74409,Canadian County
40019,42919,Carter County
40021,34049,Cherokee County
40023,15302,Choctaw County
40025,3301,Cimarron County
40027,174253,Cleveland County
40029,5780,Coal County
40031,111486,Comanche County
40033,6651,Cotton County
40035,14104,Craig County
40037,60915,Creek County
40039,26897,Custer County
40041,28070,Delaware County
40043,5551,Dewey County
40045,4497,Ellis County
40047,56735,Garfield County
40049,26605,Garvin County
40051,41747,Grady County
40053,5689,Grant County
40055,6559,Greer County
40057,3793,Harmon County
40059,4063,Harper County
40061,10940,Haskell County
40063,13014,Hughes County
40065,28764,Jackson County
40067,7010,Jefferson County
40069,10032,Johnston County
40071,48056,Kay County
40073,13212,Kingfisher County
40075,11347,Kiowa County
40077,10333,Latimer County
40079,43270,Le Flore County
40081,29216,Lincoln County
40083,29011,Logan County
40085,7788,Love County
40087,22795,McClain County
40089,33433,McCurtain County
40091,16779,McIntosh County
40093,8055,Major County
40095,10829,Marshall County
40097,33366,Mayes County
40099,12042,Murray County
40101,68078,Muskogee County
40103,11045,Noble County
40105,9992,Nowata County
40107,11551,Okfuskee County
40109,599611,Oklahoma County
40111,36490,Okmulgee County
40113,41645,Osage County
40115,30561,Ottawa County
40117,15575,Pawnee County
40119,61507,Payne County
40121,40950,Pittsburg County
40123,34119,Pontotoc County
40125,58760,Pottawatomie County
40127,10997,Pushmataha County
40129,4147,Roger Mills County
40131,55170,Rogers County
40133,25412,Seminole County
40135,33828,Sequoyah County
40137,42299,Stephens County
40139,16419,Texas County
40141,10384,Tillman County
40143,503341,Tulsa County
40145,47883,Wagoner County
40147,48066,Washington County
40149,11441,Washita County
40151,9103,Woods County
40153,18976,Woodward County
41001,15317,Baker County
41003,70811,Benton County
41005,278850,Clackamas County
41007,33301,Clatsop County
41009,37557,Columbia County
41011,60273,Coos County
41013,14111,Crook County
41015,19327,Curry County
41017,74976,Deschutes County
41019,94649,Douglas County
41021,1717,Gilliam County
41023,7853,Grant County
41025,7060,Harney County
41027,16903,Hood River County
41029,146387,Jackson County
41031,13676,Jefferson County
41033,62649,Josephine County
41035,57702,Klamath County
41037,7186,Lake County
41039,282912,Lane County
41041,38889,Lincoln County
41043,91227,Linn County
41045,26038,Malheur County
41047,228483,Marion County
41049,7625,Morrow County
41051,583887,Multnomah County
41053,49541,Polk County
41055,1918,Sherman County
41057,21570,Tillamook County
41059,59249,Umatilla County
41061,23598,Union County
41063,6911,Wallowa County
41065,21683,Wasco County
41067,311554,Washington County
41069,1396,Wheeler County
41071,65551,Yamhill County
42001,78274,Adams County
42003,1336449,Allegheny County
42005,73478,Armstrong County
42007,186093,Beaver County
42009,47919,Bedford County
42011,336523,Berks County
42013,130542,Blair County
42015,60967,Bradford County
42017,541174,Bucks County
42019,152013,Butler County
42021,163062,Cambria County
42023,5913,Cameron County
42025,56803,Carbon County
42027,124812,Centre County
42029,376389,Chester County
42031,41699,Clarion County
42033,78097,Clearfield County
42035,37182,Clinton County
42037,63202,Columbia County
42039,86166,Crawford County
42041,195257,Cumberland County
42043,237813,Dauphin County
42045,547658,Delaware County
42047,34878,Elk County
42049,275575,Erie County
42051,145351,Fayette County
42053,4802,Forest County
42055,121082,Franklin County
42057,13837,Fulton County
42059,39550,Greene County
42061,44164,Huntingdon County
42063,89994,Indiana County
42065,46083,Jefferson County
42067,20625,Juniata County
42069,219097,Lackawanna County
42071,422822,Lancaster County
42073,96246,Lawrence County
42075,113744,Lebanon County
42077,291130,Lehigh County
42079,328149,Luzerne County
42081,118710,Lycoming County
42083,47131,McKean County
42085,121003,Mercer County
42087,46197,Mifflin County
42089,95681,Monroe County
42091,678193,Montgomery County
42093,17735,Montour County
42095,247110,Northampton County
42097,96771,Northumberland County
42099,41172,Perry County
42101,1585577,Philadelphia County
42103,28032,Pike County
42105,16717,Potter County
42107,152585,Schuylkill County
42109,36680,Snyder County
42111,78218,Somerset County
42113,6104,Sullivan County
42115,40380,Susquehanna County
42117,41126,Tioga County
42119,36176,Union County
42121,59381,Venango County
42123,45050,Warren County
42125,204584,Washington County
42127,39944,Wayne County
42129,370321,Westmoreland County
42131,28076,Wyoming County
42133,339574,York County
44001,48859,Bristol County
44003,161143,Kent County
44005,87194,Newport County
44007,596270,Providence County
44009,109998,Washington County
45001,23862,Abbeville County
45003,120991,Aiken County
45005,11727,Allendale County
45007,145177,Anderson County
45009,16902,Bamberg County
45011,20293,Barnwell County
45013,86425,Beaufort County
45015,128658,Berkeley County
45017,12753,Calhoun County
45019,295159,Charleston County
45021,44506,Cherokee County
45023,32170,Chester County
45025,38575,Chesterfield County
45027,28450,Clarendon County
45029,34377,Colleton County
45031,61851,Darlington County
45033,29114,Dillon County
